2025-07-08 10:30:13.185 | INFO     | __main__:_load_pagination_state:645 - Pagination state loaded from file
2025-07-08 10:30:18.828 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ M249 | Downtown (Factory New), $4.74, 147 listings)
2025-07-08 10:30:18.832 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(M249 | Magma (Minimal Wear), $1.19, 92 listings)
2025-07-08 10:30:18.832 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(AWP | Corticera (Field-Tested), $23.49, 81 listings)
2025-07-08 10:30:18.833 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(P90 | Blind Spot (Factory New), $12.92, 109 listings)
2025-07-08 10:30:18.833 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Dual Berettas | Anodized Navy (Factory New), $3.25, 154 listings)
2025-07-08 10:30:18.833 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ MAG-7 | Heaven Guard (Factory New), $2.50, 156 listings)
2025-07-08 10:30:18.834 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ Nova | Wood Fired (Minimal Wear), $0.50, 70 listings)
2025-07-08 10:30:18.835 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MAC-10 | Nuclear Garden (Field-Tested), $8.80, 33 listings)
2025-07-08 10:30:18.836 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 11
2025-07-08 10:30:18.838 | INFO     | __main__:_process_page:492 - Processing page 12 for CS2 (items 110-119)
2025-07-08 10:30:19.034 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for M4A4 | 龍王 (Dragon King) (Minimal Wear): $20.41 (vol: 30)
2025-07-08 10:30:19.035 | DEBUG    | __main__:process_item:197 - Processing price data for P2000 | Red FragCam (Field-Tested) (CS2)
2025-07-08 10:30:19.273 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for P2000 | Red FragCam (Field-Tested): $1.07 (vol: 14)
2025-07-08 10:30:21.727 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
2025-07-08 10:30:21.728 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2194', 'Date': 'Tue, 08 Jul 2025 14:30:21 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:30:21.729 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":110,"pagesize":10,"total_count":23920,"searchdata":{"query":"","search_descriptions":false,"total_count":23920,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"M4A4 | X-Ray (Minimal Wear)","hash_name":"M4A4 | X-Ray (Minimal Wear)","sell_listings":75,"sell_price":3507,"sell_price_text":"$35.07","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65848b545be9eae2a355.jpg","app_na
2025-07-08 10:30:24.035 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ M249 | Downtown (Factory New) (CS2)
2025-07-08 10:30:24.322 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ M249 | Downtown (Factory New): $4.52 (vol: 11)
2025-07-08 10:30:24.730 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(M4A4 | X-Ray (Minimal Wear), $35.07, 75 listings)
2025-07-08 10:30:24.731 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(SG 553 | Integrale (Well-Worn), $4.40, 139 listings)
2025-07-08 10:30:24.733 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(FAMAS | Doomkitty (Minimal Wear), $5.26, 180 listings)
2025-07-08 10:30:24.734 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(M4A1-S | Blood Tiger (Field-Tested), $7.02, 196 listings)
2025-07-08 10:30:24.735 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MAG-7 | Irradiated Alert (Field-Tested), $2.20, 90 listings)
2025-07-08 10:30:24.736 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Galil AR | Vandal (Battle-Scarred), $1.15, 102 listings)
2025-07-08 10:30:24.736 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(R8 Revolver | Bone Forged (Well-Worn), $0.14, 120 listings)
2025-07-08 10:30:24.738 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Dual Berettas | Moon in Libra (Field-Tested), $6.01, 134 listings)
2025-07-08 10:30:24.739 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MAC-10 | Indigo (Field-Tested), $4.27, 200 listings)
2025-07-08 10:30:24.740 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MAG-7 | Seabird (Field-Tested), $3.92, 58 listings)
2025-07-08 10:30:24.740 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 12
2025-07-08 10:30:24.742 | INFO     | __main__:_process_page:492 - Processing page 13 for CS2 (items 120-129)
2025-07-08 10:30:26.986 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
2025-07-08 10:30:26.987 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2289', 'Date': 'Tue, 08 Jul 2025 14:30:26 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:30:26.988 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":120,"pagesize":10,"total_count":23920,"searchdata":{"query":"","search_descriptions":false,"total_count":23920,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"AWP | Elite Build (Field-Tested)","hash_name":"AWP | Elite Build (Field-Tested)","sell_listings":128,"sell_price":3169,"sell_price_text":"$31.69","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65848b545be9eae2a355.j
2025-07-08 10:30:29.036 | DEBUG    | __main__:process_item:197 - Processing price data for M249 | Magma (Minimal Wear) (CS2)
2025-07-08 10:30:29.303 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for M249 | Magma (Minimal Wear): $1.12 (vol: 7)
2025-07-08 10:30:29.990 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(AWP | Elite Build (Field-Tested), $31.69, 128 listings)
2025-07-08 10:30:29.991 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ MAC-10 | Button Masher (Field-Tested), $0.96, 106 listings)
2025-07-08 10:30:29.991 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Desert Eagle | Night (Battle-Scarred), $23.46, 21 listings)
2025-07-08 10:30:29.992 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ M4A1-S | Blood Tiger (Minimal Wear), $24.28, 143 listings)
2025-07-08 10:30:29.992 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ UMP-45 | Delusion (Field-Tested), $2.01, 52 listings)
2025-07-08 10:30:29.993 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(M4A4 | Tornado (Field-Tested), $7.77, 180 listings)
2025-07-08 10:30:29.994 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(UMP-45 | Scaffold (Battle-Scarred), $2.32, 39 listings)
2025-07-08 10:30:29.994 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ P2000 | Turf (Battle-Scarred), $0.30, 102 listings)
2025-07-08 10:30:29.995 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ Negev | Loudmouth (Field-Tested), $1.89, 64 listings)
2025-07-08 10:30:29.995 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(PP-Bizon | Cobalt Halftone (Minimal Wear), $1.17, 134 listings)
2025-07-08 10:30:29.995 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 13
2025-07-08 10:30:29.998 | INFO     | __main__:process_batch:433 - Queue statistics after batch:
2025-07-08 10:30:29.999 | INFO     | __main__:process_batch:435 -   CS2: Main queue: 26, Priority queue: 30
2025-07-08 10:30:30.000 | INFO     | __main__:process_batch:439 - Worker statistics:
2025-07-08 10:30:30.001 | INFO     | __main__:process_batch:441 -   CS2: Processed: 4, Errors: 0, Alive: True
2025-07-08 10:30:30.003 | INFO     | __main__:process_batch:444 - Price history processing summary:
2025-07-08 10:30:30.004 | INFO     | __main__:process_batch:446 -   CS2:
2025-07-08 10:30:30.006 | INFO     | __main__:process_batch:447 -     ✓ Successfully fetched: 4
2025-07-08 10:30:30.008 | INFO     | __main__:process_batch:448 -     ❌ Failed to fetch: 0
2025-07-08 10:30:30.011 | INFO     | __main__:process_batch:449 -     🔄 Rate limited: 0
2025-07-08 10:30:30.012 | INFO     | __main__:process_batch:450 -     ⚠ No data available: 0
2025-07-08 10:30:30.013 | INFO     | __main__:process_batch:453 -     📊 Success rate: 100.0%
2025-07-08 10:30:30.017 | DEBUG    | __main__:_save_pagination_state:618 - Pagination state saved
2025-07-08 10:30:30.018 | INFO     | __main__:process_batch:458 - Batch processing completed. Waiting 5 minutes before next batch.
2025-07-08 10:30:34.036 | DEBUG    | __main__:process_item:197 - Processing price data for AWP | Corticera (Field-Tested) (CS2)
2025-07-08 10:30:34.235 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for AWP | Corticera (Field-Tested): $23.32 (vol: 6)
2025-07-08 10:30:39.037 | DEBUG    | __main__:process_item:197 - Processing price data for P90 | Blind Spot (Factory New) (CS2)
2025-07-08 10:30:39.314 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for P90 | Blind Spot (Factory New): $6.90 (vol: 3)
2025-07-08 10:30:44.037 | DEBUG    | __main__:process_item:197 - Processing price data for Dual Berettas | Anodized Navy (Factory New) (CS2)
2025-07-08 10:30:44.239 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Dual Berettas | Anodized Navy (Factory New): $3.40 (vol: 5)
2025-07-08 10:30:49.038 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ MAG-7 | Heaven Guard (Factory New) (CS2)
2025-07-08 10:30:49.217 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ MAG-7 | Heaven Guard (Factory New): $2.51 (vol: 15)
2025-07-08 10:30:54.040 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ Nova | Wood Fired (Minimal Wear) (CS2)
2025-07-08 10:30:54.197 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ Nova | Wood Fired (Minimal Wear): $0.49 (vol: 16)
2025-07-08 10:30:59.041 | DEBUG    | __main__:process_item:197 - Processing price data for MAC-10 | Nuclear Garden (Field-Tested) (CS2)
2025-07-08 10:30:59.387 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for MAC-10 | Nuclear Garden (Field-Tested): $8.91 (vol: 3)
2025-07-08 10:31:04.042 | DEBUG    | __main__:process_item:197 - Processing price data for M4A4 | X-Ray (Minimal Wear) (CS2)
2025-07-08 10:31:04.353 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for M4A4 | X-Ray (Minimal Wear): $29.03 (vol: 1)
2025-07-08 10:31:09.043 | DEBUG    | __main__:process_item:197 - Processing price data for SG 553 | Integrale (Well-Worn) (CS2)
2025-07-08 10:31:09.567 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for SG 553 | Integrale (Well-Worn): $4.41 (vol: 31)
2025-07-08 10:31:14.044 | INFO     | __main__:_log_progress_summary:301 - 📊 CS2 Progress Summary:
2025-07-08 10:31:14.045 | INFO     | __main__:_log_progress_summary:302 -    Processed: 12 | Success: 12 | Failed: 0
2025-07-08 10:31:14.046 | INFO     | __main__:_log_progress_summary:303 -    Rate Limited: 0 | No Data: 0 | Success Rate: 100.0%
2025-07-08 10:31:14.047 | DEBUG    | __main__:process_item:197 - Processing price data for FAMAS | Doomkitty (Minimal Wear) (CS2)
2025-07-08 10:31:14.369 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for FAMAS | Doomkitty (Minimal Wear): $4.69 (vol: 8)
2025-07-08 10:31:19.045 | DEBUG    | __main__:process_item:197 - Processing price data for M4A1-S | Blood Tiger (Field-Tested) (CS2)
2025-07-08 10:31:19.293 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for M4A1-S | Blood Tiger (Field-Tested): $6.75 (vol: 10)
2025-07-08 10:31:24.046 | DEBUG    | __main__:process_item:197 - Processing price data for MAG-7 | Irradiated Alert (Field-Tested) (CS2)
2025-07-08 10:31:24.310 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for MAG-7 | Irradiated Alert (Field-Tested): $2.16 (vol: 1)
2025-07-08 10:31:29.047 | DEBUG    | __main__:process_item:197 - Processing price data for Galil AR | Vandal (Battle-Scarred) (CS2)
2025-07-08 10:31:29.244 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Galil AR | Vandal (Battle-Scarred): $1.13 (vol: 4)
2025-07-08 10:31:34.048 | DEBUG    | __main__:process_item:197 - Processing price data for R8 Revolver | Bone Forged (Well-Worn) (CS2)
2025-07-08 10:31:34.193 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for R8 Revolver | Bone Forged (Well-Worn): $0.13 (vol: 7)
2025-07-08 10:31:39.049 | DEBUG    | __main__:process_item:197 - Processing price data for Dual Berettas | Moon in Libra (Field-Tested) (CS2)
2025-07-08 10:31:39.257 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Dual Berettas | Moon in Libra (Field-Tested): $5.85 (vol: 4)
2025-07-08 10:31:44.050 | DEBUG    | __main__:process_item:197 - Processing price data for MAC-10 | Indigo (Field-Tested) (CS2)
2025-07-08 10:31:44.253 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for MAC-10 | Indigo (Field-Tested): $4.25 (vol: 9)
2025-07-08 10:31:49.051 | DEBUG    | __main__:process_item:197 - Processing price data for MAG-7 | Seabird (Field-Tested) (CS2)
2025-07-08 10:31:49.209 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for MAG-7 | Seabird (Field-Tested): $3.64 (vol: 8)
2025-07-08 10:31:54.052 | DEBUG    | __main__:process_item:197 - Processing price data for AWP | Elite Build (Field-Tested) (CS2)
2025-07-08 10:31:54.245 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for AWP | Elite Build (Field-Tested): $31.69 (vol: 7)
2025-07-08 10:31:59.052 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ MAC-10 | Button Masher (Field-Tested) (CS2)
2025-07-08 10:31:59.470 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ MAC-10 | Button Masher (Field-Tested): $0.96 (vol: 7)
2025-07-08 10:32:04.053 | DEBUG    | __main__:process_item:197 - Processing price data for Desert Eagle | Night (Battle-Scarred) (CS2)
2025-07-08 10:32:04.597 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Desert Eagle | Night (Battle-Scarred): $21.59 (vol: 3)
2025-07-08 10:32:09.054 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ M4A1-S | Blood Tiger (Minimal Wear) (CS2)
2025-07-08 10:32:09.304 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ M4A1-S | Blood Tiger (Minimal Wear): $24.30 (vol: 8)
2025-07-08 10:32:14.055 | INFO     | __main__:_log_progress_summary:301 - 📊 CS2 Progress Summary:
2025-07-08 10:32:14.056 | INFO     | __main__:_log_progress_summary:302 -    Processed: 24 | Success: 24 | Failed: 0
2025-07-08 10:32:14.057 | INFO     | __main__:_log_progress_summary:303 -    Rate Limited: 0 | No Data: 0 | Success Rate: 100.0%
2025-07-08 10:32:14.058 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ UMP-45 | Delusion (Field-Tested) (CS2)
2025-07-08 10:32:14.240 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ UMP-45 | Delusion (Field-Tested): $1.16 (vol: 14)
2025-07-08 10:32:19.055 | DEBUG    | __main__:process_item:197 - Processing price data for M4A4 | Tornado (Field-Tested) (CS2)
2025-07-08 10:32:19.205 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for M4A4 | Tornado (Field-Tested): $7.75 (vol: 10)
2025-07-08 10:32:24.057 | DEBUG    | __main__:process_item:197 - Processing price data for UMP-45 | Scaffold (Battle-Scarred) (CS2)
2025-07-08 10:32:24.322 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for UMP-45 | Scaffold (Battle-Scarred): $2.24 (vol: 12)
2025-07-08 10:32:29.058 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ P2000 | Turf (Battle-Scarred) (CS2)
2025-07-08 10:32:29.328 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ P2000 | Turf (Battle-Scarred): $0.29 (vol: 3)
2025-07-08 10:32:34.059 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ Negev | Loudmouth (Field-Tested) (CS2)
2025-07-08 10:32:34.241 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ Negev | Loudmouth (Field-Tested): $1.90 (vol: 7)
2025-07-08 10:32:39.060 | DEBUG    | __main__:process_item:197 - Processing price data for PP-Bizon | Cobalt Halftone (Minimal Wear) (CS2)
2025-07-08 10:32:39.311 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for PP-Bizon | Cobalt Halftone (Minimal Wear): $1.06 (vol: 5)
2025-07-08 10:35:30.020 | INFO     | __main__:process_batch:422 - Starting new batch processing cycle
2025-07-08 10:35:30.021 | INFO     | __main__:_process_game_items:465 - Processing items for game: CS2 starting from page 13
2025-07-08 10:35:30.022 | INFO     | __main__:_process_page:492 - Processing page 14 for CS2 (items 130-139)
2025-07-08 10:35:32.172 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
2025-07-08 10:35:32.173 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2306', 'Date': 'Tue, 08 Jul 2025 14:35:31 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:35:32.173 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":130,"pagesize":10,"total_count":23920,"searchdata":{"query":"","search_descriptions":false,"total_count":23920,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"XM1014 | Teclu Burner (Well-Worn)","hash_name":"XM1014 | Teclu Burner (Well-Worn)","sell_listings":41,"sell_price":153,"sell_price_text":"$1.53","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65848b545be9eae2a355.jp
2025-07-08 10:35:35.174 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(XM1014 | Teclu Burner (Well-Worn), $1.53, 41 listings)
2025-07-08 10:35:35.175 | DEBUG    | __main__:process_item:197 - Processing price data for XM1014 | Teclu Burner (Well-Worn) (CS2)
2025-07-08 10:35:35.175 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ P2000 | Red FragCam (Minimal Wear), $4.20, 76 listings)
2025-07-08 10:35:35.177 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(UMP-45 | Scorched (Battle-Scarred), $0.55, 115 listings)
2025-07-08 10:35:35.178 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(P250 | Facets (Factory New), $53.20, 3 listings)
2025-07-08 10:35:35.179 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Sawed-Off | Rust Coat (Field-Tested), $22.00, 67 listings)
2025-07-08 10:35:35.181 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(P2000 | Pathfinder (Factory New), $29.68, 31 listings)
2025-07-08 10:35:35.182 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(PP-Bizon | Osiris (Battle-Scarred), $1.05, 17 listings)
2025-07-08 10:35:35.183 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ CZ75-Auto | Distressed (Minimal Wear), $0.41, 103 listings)
2025-07-08 10:35:35.184 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ SG 553 | Danger Close (Factory New), $1.30, 95 listings)
2025-07-08 10:35:35.185 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Galil AR | Vandal (Factory New), $2.46, 63 listings)
2025-07-08 10:35:35.185 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 14
2025-07-08 10:35:35.186 | INFO     | __main__:_process_page:492 - Processing page 15 for CS2 (items 140-149)
2025-07-08 10:35:35.332 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for XM1014 | Teclu Burner (Well-Worn): $1.53 (vol: 3)
2025-07-08 10:35:35.333 | INFO     | __main__:_log_progress_summary:301 - 📊 CS2 Progress Summary:
2025-07-08 10:35:35.333 | INFO     | __main__:_log_progress_summary:302 -    Processed: 31 | Success: 31 | Failed: 0
2025-07-08 10:35:35.334 | INFO     | __main__:_log_progress_summary:303 -    Rate Limited: 0 | No Data: 0 | Success Rate: 100.0%
2025-07-08 10:35:35.334 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ P2000 | Red FragCam (Minimal Wear) (CS2)
2025-07-08 10:35:35.490 | DEBUG    | __main__:_fetch_current_price:268 - No current price data for StatTrak™ P2000 | Red FragCam (Minimal Wear)
2025-07-08 10:35:35.491 | DEBUG    | __main__:process_item:215 - ⚠ No price data available for StatTrak™ P2000 | Red FragCam (Minimal Wear)
2025-07-08 10:35:36.863 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
2025-07-08 10:35:36.864 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2279', 'Date': 'Tue, 08 Jul 2025 14:35:36 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:35:36.865 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":140,"pagesize":10,"total_count":23920,"searchdata":{"query":"","search_descriptions":false,"total_count":23920,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"Nova | Toy Soldier (Field-Tested)","hash_name":"Nova | Toy Soldier (Field-Tested)","sell_listings":138,"sell_price":99,"sell_price_text":"$0.99","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65848b545be9eae2a355.jp
2025-07-08 10:35:39.867 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Nova | Toy Soldier (Field-Tested), $0.99, 138 listings)
2025-07-08 10:35:39.868 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MP7 | Akoben (Factory New), $0.70, 72 listings)
2025-07-08 10:35:39.868 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ G3SG1 | Demeter (Minimal Wear), $9.21, 25 listings)
2025-07-08 10:35:39.868 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Five-SeveN | Orange Peel (Factory New), $0.51, 119 listings)
2025-07-08 10:35:39.870 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MP5-SD | Bamboo Garden (Field-Tested), $6.27, 146 listings)
2025-07-08 10:35:39.871 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ M249 | Downtown (Factory New), $4.72, 148 listings)
2025-07-08 10:35:39.871 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ Tec-9 | Re-Entry (Factory New), $6.06, 38 listings)
2025-07-08 10:35:39.872 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(XM1014 | Incinegator (Minimal Wear), $17.04, 14 listings)
2025-07-08 10:35:39.873 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ CZ75-Auto | Twist (Well-Worn), $2.10, 110 listings)
2025-07-08 10:35:39.873 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MP9 | Dart (Factory New), $1.09, 130 listings)
2025-07-08 10:35:39.874 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 15
2025-07-08 10:35:39.876 | INFO     | __main__:_process_page:492 - Processing page 16 for CS2 (items 150-159)
2025-07-08 10:35:40.334 | DEBUG    | __main__:process_item:197 - Processing price data for UMP-45 | Scorched (Battle-Scarred) (CS2)
2025-07-08 10:35:40.665 | DEBUG    | __main__:_fetch_current_price:268 - No current price data for UMP-45 | Scorched (Battle-Scarred)
2025-07-08 10:35:40.666 | DEBUG    | __main__:process_item:215 - ⚠ No price data available for UMP-45 | Scorched (Battle-Scarred)
2025-07-08 10:35:41.889 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
